	claim	evidence	label
694	İsviçre’de Matterhorn Dağı’na Türk bayrağı yansıtıldığı iddiası	Ülkede Türkiye’nin de bulunduğu birçok ülkenin bayrağı Matterhorn Dağı’na yansıtıldı.Ülke bayraklarının yanı sıra çeşitli motivasyon sözcükleri de yansıtıldı.	doğru
926	 Bir Twitter hesabı tarafından 26 Şubat 2022 tarihinde yapılan paylaşımda dolmalık biberin cinsiyeti olduğu iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda dolmalık biberin cinsiyeti olduğu iddia edilmişti. Söz konusu iddia 2013 yılından bu yana dolaşımda yer alıyor. Dolmalık biber bitkisinin çanak, taç ve hem erkek hem dişi organı içermesine rağmen bitkinin meyvesi olan dolmalık biberde cinsiyet bulunmuyor. Dolmalık biberin lobları ve tadı yetiştirme koşullarına ve boyutuna göre değişkenlik gösteriyor.	yanlış
338	5 milyon TL’ye özelleştirilen Giresun SEKA’nın 68 milyona geri alındığı iddiası	Giresun SEKA Aksu Kağıt Fabrikası 2003 yılında Milda A.Ş.’ye 5 milyon liraya satıldı.Şirketin zarar üzerine 2013 yılında satışa çıkardığı fabrika arsasını, Giresun İl Özel İdaresi aracılığıyla TOKİ 68 milyon TL’ye geri aldı.TOKİ araziye konut ve stadyum inşa ediyor.	doğru
51	Resmin Bulgar ve Yunan askerleri Türk askerinin fesine haç çizerken gösterdiği iddiası	Çizim 1912 Balkan Savaşı’nda, Selanik’in işgali sırasında yapılmış.The Illustrated London News’te yayınlanan çizim, Samuel Begg tarafından tepki amacıyla çizilmiş.	doğru
507	İsviçre'de Kürtçenin resmi dil olarak kabul edildiği iddiası	Kürtçe İsviçre'de resmi dil olmadı.İsviçre'nin Bern şehrindeki mecliste resmi bilgilendirmelerin Kürtçe de yapılması kararı alındı.Bern şehrinin resmi internet sitesinde 12 dilde bilgilendirme yapılıyor. Alınan kararla da bu diller arasına Kürtçe de eklenecek.İsviçre Konfederasyonu Federal Anayasası’nda Almanca, Fransızca, İtalyanca ve Romansça resmi dil olarak olarak kabul ediliyor.	yanlış
516	Meral Akşener’in “İmam olamıyoruz ya biz! o nedenle cumhurbaşkanı adayı değilim” sözleriyle ilgili iddialar	İYİ Parti Genel Başkanı Meral Akşener’in söylemi, “İmam olamıyoruz ya biz! Cumhurbaşkanı aynı zamanda imamlık yapmak durumunda olduğundan ben aday değilim” şeklinde.Bazı haber siteleri söylemi, “Kadından imam olmaz” şeklinde ele alıp ‘ilk ve yalın’ anlamıyla manşete taşıdı. İçeriklerde, Meral Akşener’in ‘kadından imam olmayacağı’ görüşünü benimsediği mesajı hakimdi.Meral Akşener’in bu söylemi ironi ve hiciv taşıyor. Söylemin orjinali, ‘imam olamıyoruz ya biz!’ şeklinde. Akşener bu sözleriyle, Diyanet İşleri Başkanı Erbaş’ın ‘Kadınlar, imam olamaz,’ sözünü eleştiriyor.	yanlış
920	THY’nin 2 bin 500 çalışanını işten çıkardığı iddiası	THY Genel Müdür Bilal Ekşi iddiaların doğru olmadığını açıkladı.THY Basın Müşaviri Yahya Üstün de THY ve yetkili sendika arasında imzalanan protokolü kabul etmeyen 24 çalışanın iş akdinin 1 Temmuz itibariyle sonlandırıldığını açıkladı.THY ile Ücret Düzenleme Protokolü imzalayan Hava-İş sendikası da Teyit'e iddiaların doğru olmadığını açıkladı.İddianın çıkış kaynağı olan haber yayından kaldırıldı.	yanlış
781	Kraliçe II. Elizabeth’in öldüğüne dair iddialar asılsız	"Kraliçenin vefat ettiği ve bu bilginin halktan saklandığı iddiası yanlış. Kraliçe, 1. ve 2. Dünya Savaşı’nda ölen askerleri anmak için düzenlenen Pazar Anması törenine, belini incittiği için katılamamıştır. Kraliçenin 17 Kasım 2021’de, Windsor Sarayı’nda misafirini ağırladığı görülmektedir.
Ek not: 8 Eylül 2022 tarihinde Birleşik Krallık ve Commonwealth ülkelerinin Kraliçesi olan II. Elizabeth vefat etti."	yanlış
264	Yeni Zelanda’nın aşısız insanların cezalandırılacağına dair bir mektup gönderdiği iddiası	"Yeni Zelanda hükümetinin vatandaşa dağıttığı iddia edilen mektup sahte.
Mektupta bulunan yazı-biçim-usulün düzensiz oluşu, iddia edilen sözde mektubun resmi belge olmadığını gösteriyor.
Yeni Zelanda Sağlık Bakanlığı’nın bu doğrultuda bir açıklaması yok.
The Spinoff’a açıklama yapan bir bakanlık sözcüsü, belgenin gerçek olmadığını belirtmiş.
Bu iddianın Twitter’da yabancı dilde birçok kullanıcı tarafından gündeme geldiği ve 5 binden fazla etkileşim aldığı görülüyor."	yanlış
817	Papa IX. Gregory’nin “Kediler şeytandır, onları öldürün” fetvası verdiği iddiası	Papa IX. Gregory’nin, kedilerin öldürülmesi için fetva verdiğine dair kanıt yok.Papa, veba salgınından 100 yıl önce öldü. Dolayısıyla tarihler uyuşmuyor.	yanlış
710	Bir Twitter sayfası tarafından 16 Ağustos 2021 tarihinde yapılan paylaşımda; grip aşısı içeriklerinde domuz dokuları, at kanı, tavşan beyni, köpek böbreği, maymun böbreği, insan spermi, yıkanmış koyun kanı gibi maddeler olduğu iddia edildi. Paylaşımda geçen metin şu şekilde:	Bir Twitter sayfası tarafından paylaşılan ve grip aşılarında bulunduğu öne sürülen maddeler listesi yanlış. Bu liste içinde yer alan kimyasallardan bazıları grip aşılarında bulunuyor ve insan sağlığına olumsuz etki etmeyecek şekilde, aşıların etkili olabilmeleri için gereken oranlarda kullanılmaları sebebiyle tehlikeli değiller. Bazıları grip aşılarında bulunmuyor, bazıları hiçbir aşıda kullanılmıyor, bazılarının ise aşılar için kullanılması yıllar önce sona ermiş. Listede sıralanan; insan fetüsü ya da embriyosu, at kanı, tavşan beyni, köpek böbreği, maymun böbreği, doğmamış sığır serumu, maymun böbrek hücreleri, yıkanmış koyun kanı, insan spermi gibi abartılı ifadeler ile paylaşılmış hayvansal ürünler grip aşılarında kullanılmıyor. Domuz ürünleri ise Sağlık Bakanlığı tarafından temin edilen hiçbir aşıda bulunmuyor.	yanlış
682	A Haber’in Akçakale’de olmasına rağmen Suriye’deymiş gibi yayın yaptığı iddiası	13 Ekim 2019’da yapılan yayında, muhabire bağlanmadan önce kendisinin Şanlıurfa’nın Akçakale ilçesinde olduğu belirtiliyor.Ekranın sağ üst köşesindeki konum bilgisi ise kameramanın bombalamanın yapıldığı Tel Abyad’a yakınlaşması sonrasında değiştiriliyor.	yanlış
832	Satranç oyuncusu Anna Muzychuk’un Suudi Arabistan’da oynamayı kabul etmediği iddiası	Satranç oyuncusu, Facebook hesabında Suudi Arabistan’daki turnuvalara katılmayacağını açıklamış.Suudi Arabistan’daki turnuvaların katılımcı listelerinde Anna Muzychuk’un adı yer almıyor.	doğru
518	Bir Facebook kullanıcısı 6 Temmuz 2020 tarihinde yaptığı paylaşımda Norveç’teki Eiksund Tüneli ve Türkiye’de bulunan Avrasya Tüneli’nin uzunluk, derinlik, maliyet ve geçiş ücretine dair iddialarda bulunmuş.	Paylaşımda Eiksund Tüneli ve Avrasya Tüneli ile ilgili olarak verilen  açılış tarihi, maliyet ve uzunluk, derinlik gibi yapısal özellikler büyük oranda doğru. Avrasya Tüneli için belirtilen ücret bilgisi de minibüslere için 6 dolar + KDV.	doğru
447	Bir Twitter hesabı tarafından 11 Ocak 2022 tarihinde yapılan paylaşımda Çin’in Xi’an bölgesinde ortaya çıkan yeni hemorajik ateş virüsü nedeniye dezenfektan işlemlerinde alev silahı da kullanıldığı iddia edildi. Paylaşım 1300’ün üzerinde beğeni alırken 300’ün üzerinde de retweet toplamış.	Bir Twitter hesabı tarafından yapılan paylaşımda Çin’in Xi’an bölgesinde ortaya çıkan yeni hemorajik ateş virüsü nedeniye dezenfekte işlemlerinde alev silahı da kullanıldığı iddia edilmişti. 13 milyon nüfusa sahip Xi’an bölgesi, artan Covid-19 vakaları sebebiyle Çin’in “sıfır-Covid” politikası kapsamında 22 Aralık 2021’den itibaren karantinada. Hemorajik Ateş vakaları ise Çin’de kemirgenlerden yayılan ve insandan insana geçmeyen Hanta Virüsü kaynaklı bölgesel ve dönemsel olarak gözlemlenen bir hastalık sebebiyle yaşanıyor. Hanta Virüsü kaynaklı hemorajik ateş vakaları, yeni ortaya çıkmadı ve Xi’an’da yaşananların asıl sebebi değil. İddialarda kullanılan ve Xi’an’da çekildiği anlaşılan video, artan Covid-19 vakaları sebebiyle Çin’in Sıfır-Covid stratejisi kapsamında başlayan karantinada görevlilerin önlem uygulamalarını gösteriyor.	yanlış
18	Dünya Kupası'nda İbrahim Tatlıses şarkısının çaldığı iddiası	Videodaki ses montajlanmış.İbrahim Tatlıses’in şarkısı 2019 yılındaki Galatasaray - Yeni Malatyaspor maçına ait.Başka kullanıcıların paylaştığı videolar incelendiğinde İbrahim Tatlıses’in şarkısının çalmadığı görülüyor.	yanlış
715	Luciano Pavarotti’nin Türkiye’den kovulduğu iddiası	Dönemin Ankara Operası Genel Müzik Direktör Yardımcısı Hüsamettin Ünder, 2007’de verdiği röportajda iddiaları yalanladı.Pavarotti Türkiye’ye, iki ülke arasında imzalanan dostluk antlaşması kapsamında üç temsil oynamak için geldi. Üçünü de oynadıktan sonra döndü.Pavarotti Vakfı’yla bağlantılı “Pavarotti Official” isimli sitede böyle bir olay anlatılmıyor. Pavarotti Vakfı da iddiaları yalanladı.Pavarotti 2006’da verdiği bir röportajda Ankara’daki günlerinin çok güzel geçtiğini belirtti.	yanlış
483	Inari tilkisi adlı hayvanın gerçek olduğu iddiası	Inari tilkisi gerçek değil. Görsellerdeki hayvanlar bir sanatçının tasarladığı oyuncaklar.Sanatçı bu eserlere “Inari Tilkisi” adını vermiş. Ancak gerçekte böyle bir tür yok.Japon mitolojisindeki Inari, tilkilere binen bir tanrı.	yanlış
568	Google'ın Rusya'ya ait askeri tesisleri blurlamayı durdurduğu iddiası	Görüntüler daha önce de Google Haritalar’da blurlanmamış haliyle mevcuttu.Google Earth üzerinden üslerin blurlanmamış eski görüntülerine ulaşmak mümkün.Google da herhangi bir blurlama değişikliği yapmadıklarını belirtti.	yanlış
433	Ayasofya’da bulunan kağıtlardaki metinlerin İbranice olduğu iddiası	Ayasofya'da bulunan kağıtlarda İbranice yazmıyor.Kağıtların birinde Runik alfabesindeki harfler yer alıyor.Diğerlerinde Rumence yazılar yazıyor.Kağıtların yeni olduğu modern bir kalemle yazılmasından ve içeriklerinden anlaşılıyor.	yanlış
367	25 sene evli kalan kadınların sigortasız da olsa emekli olabileceği iddiası	Meclise bu yönde iki farklı teklif verilmiş, ancak herhangi biri yasalaşmış değil.Tekliflerin ikisi de CHP'li vekillere ait.SGK'nın yaşlı aylığı şartlarını aktardığı sayfasında da bu yönde bilgi yok.	yanlış
83	Kahramanmaraş'ta depremden sonra volkanik aktivite meydana geldiği iddiası	AFAD Deprem Risk ve Azaltma Genel Müdürü Orhan Tatar, Kahramanmaraş Göksun'daki Kuşkayası dağındaki dumanla ilgili volkanik dağ iddiasını yanlışladı.Prof. Dr. Naci Görür bölgenin jeolojik yapısının buna uygun olmadığını söylüyor. Övgün Ahmet Ercan da ilk aşamada yanardağ laharı sandığı olayın, alan gözlemlerinde bir heyelan olduğunun ortaya çıktığını belirtti.Teyit'in ulaştığı Prof. Dr. Cenk Yaltırak da bölgenin volkanik dağlarla ilgisi olmadığını ve bu görüntünün bölgenin jeolojik yapısı nedeniyle normal olduğunu aktardı.	yanlış
61	Renkli rozet sözde”Yeni Dünya Düzeni” projesinin üyeliğini göstermiyor	Rozet, Birleşmiş Milletler’in Sürdürülebilir Kalkınma Hedeflerinin bir simgesi. Politikacılar ve kamuya mal olmuş kişiler onu taktığında, 2030 yılı için bu hedeflere yönelik çalışmalara verdikleri desteği göstermiş oluyorlar. Yoksulluğun sona ermesi, cinsiyet eşitliği, iklim eylemi veya her yerde temiz su ve sanitasyona erişimi içeren 17 farklı renkte 17hedef, rozetin tasarımını oluşturuyor. Bu hedefler ise bağlayıcı değil. Bill Gates Vakfı 2017 yılında gönüllü olarak, küresel liderleri bu 17 hedefe ulaşma yolunda daha çok çalışmaya teşvik etmek için “Kaleciler” adlı bir proje başlattı.	yanlış
638	Bill Gates'e ait olduğu iddia edilen söz	Bill Gates’in uzun süredir çevrimiçi olarak tuttuğu notlarda bu sözler bulunmuyor.Bill Gates Vakfı yetkilileri, sözün Bill Gates’e ait olmadığını söyledi.Gates’in röportajlarında da bu söze rastlanmıyor.	yanlış
272	Star TV'nin Etnospor Kültür Festivali için '16 ülkeden 10 sporcu katılıyor' şeklinde alt bant kullandığı iddiası	Star TV’nin yayını izlendiğinde de sunucunun sporcu sayısı için “yaklaşık bin” ifadesini kullandığı anlaşılıyor.Yani söz konusu alt bandın bir yazım hatası sonucunda kullanıldığını söylemek mümkün.	doğru
285	Bir Instagram sayfasında 9 Nisan 2021’de yapılan paylaşımda Apple’ın ısırılmış elma şeklinde olan logosunun bir matematikçiden ilham alınarak tasarlandığı iddia edildi. Paylaşım Instagram’da 32 binden fazla defa beğenilmiş.	Bir Instagram hesabı yaptığı paylaşımda Apple logosunun siyanür kaplı bir elmayı ısırarak intihar eden bir matematikçiye ithaf edildiğini iddia etmişti. Söz konusu paylaşımda fotoğrafı kullanılan ve Apple logosu ile ilgili iddialara konu olan matematikçi Alan Turing. Logonun Alan Turing’den ilham alıp almadığına yönelik olarak logonun tasarımcısı Rob Janoff açıklamalarda bulunmuş ve elmadaki ısırığın meyvenin elma olduğunun anlaşılması ve başka bir meyveyle karıştırılmasının önüne geçebilmek için konulduğunu, logonun renklerininse Apple bilgisayarların renk işleme becerisini vurgulamak için seçildiğini belirtmiş. Janoff’un da belirttiği gibi LGBTİ+ hareketinin sembollerinden Gökkuşağı Bayrağı logonun kullanılmaya başlanmasından bir sene sonra tasarlanmış. Apple logosunun Alan Turing’e bir saygı duruşu olduğu iddiası yanlış.	yanlış
360	Bir Twitter kullanıcısı tarafından 13 Mart 2022 tarihinde yapılan paylaşımda Rusya’nın Ukrayna’daki NATO üssünü vurduğu iddia edildi. 	13 Mart 2022 tarihinde bir Twitter kullanıcısı tarafından Rusya’nın Ukrayna’daki NATO üssünü vurduğu iddia edilmişti. İddia incelendiğinde ise vurulan tesis eskiden ‘Barış için Ukrayna-NATO Partnerliği’ adı altında kullanılsa da, NATO’nun direkt bir askeri üssü olma özelliğini taşımıyor. NATO, Ukrayna’da hiçbir zaman tam kapasiteli bir askeri üs açmadı. Son olarak, bölgedeki NATO askerleri, savaş tehditi nedeniyle savaş başlamadan önce Ukrayna’dan ayrıldılar.	yanlış
354	DSÖ’nün hatırlatma dozu uygulamasının anlamsız olduğunu söylediği iddiası	İddialarda bahsi geçen açıklamayı, Dünya Sağlık Örgütü’ne bağlı Covid-19 Aşı Bileşimi Teknik Danışma Grubu 11 Ocak 2022’de yaptı.Danışma grubu, aşıya erişim sorunu yaşayan ülkeler varken tekrarlanan takviye dozlarına dayalı bir aşılama stratejisinin uygun ve sürdürülebilir olmadığını vurguluyor.Covid-19 aşısına erişemeyen ülkelerdeki insanların birinci dozlarını olmalarının halk sağlığı için öncelikli.	yanlış
456	Hollanda’da bir kilise çanlarıyla 'Uzun İnce Bir Yoldayım' çalındığı iddiası	22 Mayıs Cuma günü Aziz Laurens Kilisesi’nin çanlarında “Uzun İnce Bir Yoldayım’’ ve ‘’Katibim’’ türküleri çalındı.Tarihi kiliseden koronavirüs nedeniyle kentte yaşayanlara moral vermek amacıyla Türkçe ezgiler çalındı.	doğru
278	Bir Instagram sayfası tarafından 4 Mart 2021 tarihinde yapılan paylaşımda Türkiye’deki kredi kartı sayısının Türkiye’deki insan sayısının 5 katı olduğu iddia edildi. Paylaşım Instagram’da 2 bin 200’ün üstünde beğeni, 50’nin üstünde de yorum almış.	Instagram’da yapılan paylaşımda Türkiye’deki kredi kartlarının Türkiye’de yaşayan insanların 5 katı olduğu iddia edilmişti. Türkiye’deki toplam nüfus 2020 sonunda 83,6 milyon iken, banka ve kredi kartları toplamı ise 263,8 milyon yani toplam nüfusun yaklaşık 3 katı. Sonuç olarak Instagram’da yapılan bu paylaşımda yanlış bir hesaplama yapılmış.	yanlış
12	Ukrayna'daki Comfort Town’un Lego oyuncaklarından ilhamla tasarlandığı iddiası	Comfort Town bir şehir değil, Ukrayna'nın Kiev şehrinde bir semt.Tasarımı yapan Archimatika, firmanın Legolardan ilham almadığını ifade etti.Projeyi üretenlerin Lego'dan esinlendiğine ilişkin bir açıklaması bulunmuyor.	yanlış
182	Barış Pınarı Harekatı ve Trump’ın katıldığı açılış hakkındaki iddia	Video 2012 tarihli.9 Ekim 2019 tarihinde başlayan Barış Pınarı Harekatı’yla açılışı yapılan otelin ilgisi olduğunu söylemek mümkün görünmüyor.	yanlış
